Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;23979.2 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";"Aviquímica – Importações e Manufacturas, Lda. (500039720)";"23.979,20 €";01-04-2026;17-03-2026;365 dias;"Portugal, Faro, Faro<BR/>Portugal, Faro, Portimão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE MATERIAL DE TRAUMATOLOGIA;Concurso público;Aquisição de bens móveis;33183200-8;Principal;Próteses ortopédicas;778481.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);JOHNSON & JOHNSON LDA (500153370);"778.481,00 €";01-04-2026;31-03-2026;731 dias;"Portugal, Lisboa, Cascais";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTk2MDQ2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
0200083.232026 - Aquisição de Material de Consumo Clinico de Manutenção a Cateteres Venosos Centrais;Concurso público;Aquisição de bens móveis;33141000-0;Principal;Material médico não químico descartável e produtos hematológicos;12510.0 € ;"Unidade Local de Saúde de Entre o Douro e Vouga, EPE (508878462)";"Aviquímica – Importações e Manufacturas, Lda. (500039720)";"12.510,00 €";01-04-2026;12-03-2026;1095 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/a0UvdWNPSkxmRjdoOEJyeHRWWkVYdzU3V3cyOU94anM0OHRtbjQzSkVQODhWM3ZzcDdYZmlsRHlVc0xOR1dQaEZ3eHh6RGRGMVV3aU9CU1lJQjlZL0E9PXRoXihm;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CONCURSO PÚBLICO ÚRGENTE PARA A AQUISIÇÃO DE BULKHEAD P/N 557697 E REAR SPINNER P/N 553569;Concurso público;Aquisição de bens móveis;34731000-0;Principal;Peças para aeronaves;113320.0 € ;Estado Maior da Força Aérea (600010686);HONOS - Sociedade comercial de Importação e Exportação Lda (500792208);"113.320,00 €";01-04-2026;23-03-2026;775 dias;"Portugal, Beja, Beja<BR/>Portugal, Beja, Beja";Artigo 155.º do Código dos Contratos Públicos;;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2NjE3MA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
0200083.232026 - Aquisição de Material de Consumo Clinico de Manutenção a Cateteres Venosos Centrais;Concurso público;Aquisição de bens móveis;33141000-0;Principal;Material médico não químico descartável e produtos hematológicos;12600.0 € ;"Unidade Local de Saúde de Entre o Douro e Vouga, EPE (508878462)";3M ESPANHA SUCURSAL PORTUGAL (980560241);"12.600,00 €";01-04-2026;12-03-2026;365 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/a0UvdWNPSkxmRjdoOEJyeHRWWkVYdzU3V3cyOU94anM0OHRtbjQzSkVQODhWM3ZzcDdYZmlsRHlVc0xOR1dQaEZ3eHh6RGRGMVV3aU9CU1lJQjlZL0E9PXRoXihm;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Eletrobisturi, Cabos e Sondas para Eletrofisiologia";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;122500.0 € ;"Unidade Local de Saúde de Lisboa Ocidental, EPE (507618319)";"MEDTRONIC PORTUGAL, UNIPESSOAL,  LDA. (504223933)";"122.500,00 €";01-04-2026;26-03-2026;365 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/VW4zMGRobWRucmVPek1saUQ0NCtrQ2dTOFNLWStLbjFvekNHa2lCSnVrMStTaUVLKzdHNEJXYjVXM0FxRzNxWGhtTTRHSDBHT0tnaThBb2xEaWYwK1E9PThHK2Za;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
0200083.232026 - Aquisição de Material de Consumo Clinico de Manutenção a Cateteres Venosos Centrais;Concurso público;Aquisição de bens móveis;33141000-0;Principal;Material médico não químico descartável e produtos hematológicos;73800.0 € ;"Unidade Local de Saúde de Entre o Douro e Vouga, EPE (508878462)";"BECTON DICKINSON PORTUGAL, UNIPESSOAL, LDA (514239743)";"73.800,00 €";01-04-2026;12-03-2026;1095 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/a0UvdWNPSkxmRjdoOEJyeHRWWkVYdzU3V3cyOU94anM0OHRtbjQzSkVQODhWM3ZzcDdYZmlsRHlVc0xOR1dQaEZ3eHh6RGRGMVV3aU9CU1lJQjlZL0E9PXRoXihm;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviços de Meios Complementares de Diagnóstico e Terapêutica - Medicina Física e Reabilitação;Concurso público;Aquisição de serviços;85142100-7;Principal;Serviços de fisioterapia;53000.0 € ;"Unidade Local de Saúde da Região de Leiria, E. P. E. (509822932)";CEPOMEL Lda (501096132);"53.000,00 €";01-04-2026;06-12-2024;365 dias;"Portugal, Leiria, Leiria";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/contract-notice-view/PT1.NTC.2962849/;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Veículo pesado do tipo pronto-socorro.;Concurso público;Aquisição de bens móveis;34140000-0;Principal;Veículos a motor pesados;71400.0 € ;Município do Porto (501306099);"MOTORPOR - COMÉRCIO DE AUTOMÓVEIS, S.A. (501135022)";"71.400,00 €";01-04-2026;20-03-2026;240 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwMDI0OA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Eletrobisturi, Cabos e Sondas para Eletrofisiologia";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;19560.0 € ;"Unidade Local de Saúde de Lisboa Ocidental, EPE (507618319)";"ABBOTT MEDICAL PORTUGAL - DIST. PROD. MÉD., LDA. (504180746)";"19.560,00 €";01-04-2026;30-03-2026;365 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/VW4zMGRobWRucmVPek1saUQ0NCtrQ2dTOFNLWStLbjFvekNHa2lCSnVrMStTaUVLKzdHNEJXYjVXM0FxRzNxWGhtTTRHSDBHT0tnaThBb2xEaWYwK1E9PThHK2Za;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de Gestão Global de Resíduos Hospitalares - 2026;Concurso público;Aquisição de serviços;90524200-8;Principal;Serviços de eliminação de resíduos hospitalares;405501.34 € ;"Unidade Local de Saúde do Alto Minho, EPE (508786193)";ambimed (503593427);"405.501,34 €";01-04-2026;26-02-2026;334 dias;"Portugal, Viana do Castelo, Viana do Castelo";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/Yi84STFhSmpqODA5NFJsNCtXb2dYNmtiMFJFZC83Si9NYzBITEhQczhMK3pIdXV4eG8rUjV6QnRROExhM1I3N2RPTXJiM3lMSy96WmhXbjUzSk9QaEE9PWRPYkEh;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;2816.8 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";TELEFLEX MEDICAL SA (980249783);"2.816,80 €";01-04-2026;04-03-2026;365 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Faro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 08-2026 Aquisição de reagentes para a Área das Doenças Crónicas ;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;5209.92 € ;"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP (501427511)";"MENARINI DIAGNÓSTICOS - Material de Laboratório, LDA. (502610069)";"5.209,92 €";01-04-2026;31-03-2026;306 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2MDE5OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Empreitadas de Obra Pública para a realização de trabalhos de sinalização e balizamento em projetos de mobilidade;Concurso público;Empreitadas de obras públicas;45233000-9;Principal;"Construção, fundação e pavimentação de vias rápidas e estradas";250722.0 € ;"EMEL - Empresa Municipal de Mobilidade e Estacionamento de Lisboa, EM, SA (503311332)";"VIAMARCA - PINTURAS DE VIAS RODOVIÁRIAS, S.A. (503397490)";"250.722,00 €";01-04-2026;25-03-2026;1095 dias;Portugal;"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwOTEw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Eletrobisturi, Cabos e Sondas para Eletrofisiologia";Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;551725.0 € ;"Unidade Local de Saúde de Lisboa Ocidental, EPE (507618319)";JOHNSON & JOHNSON LDA (500153370);"551.725,00 €";01-04-2026;30-03-2026;365 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/VW4zMGRobWRucmVPek1saUQ0NCtrQ2dTOFNLWStLbjFvekNHa2lCSnVrMStTaUVLKzdHNEJXYjVXM0FxRzNxWGhtTTRHSDBHT0tnaThBb2xEaWYwK1E9PThHK2Za;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
PROCEDIMENTO Nº89/2026 - AQUISIÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA PROGRAMA DE ATIVIDADES PARA CRIANÇAS COM NECESSIDADES DE SAÚDE ESPECIAIS - INVESTIMENTO MAIA PMPSE AMP2030 - PROGRAMA METROPOLITANO DE PROMOÇÃO DO SUCESSO EDUCATIVO - STEAM MAIA;Concurso público;Aquisição de serviços;80340000-9;Principal;Serviços de ensino especial;7040.0 € ;Município da Maia (505387131);AEPM - Associação Equiterapêutica do Porto e Matosinhos (509341969);"7.040,00 €";01-04-2026;30-03-2026;183 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1OTc4Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Retroescavadora;Concurso público;Aquisição de bens móveis;43251000-7;Principal;Pás carregadoras com retroescavadora;89740.0 € ;Município das Caldas da Rainha (501222634);"ENTREPOSTO MÁQUINAS - Comércio de Equipamento Agrícola e Industrial, SA (501439099)";"89.740,00 €";01-04-2026;31-03-2026;180 dias;"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/YVNGU1dGZURMTzluU3hldGFXYzRqckZtV1VDM0dSV2QrTlF3Y0lqenlETW03c2JKMzFmR3VSUFhWOTRMOGwwWWx5L0VFRDRndnltVER2RDhoekdWSWc9PSpnRGJK;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
PROCEDIMENTO Nº89/2026 - AQUISIÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA PROGRAMA DE ATIVIDADES PARA CRIANÇAS COM NECESSIDADES DE SAÚDE ESPECIAIS - INVESTIMENTO MAIA PMPSE AMP2030 - PROGRAMA METROPOLITANO DE PROMOÇÃO DO SUCESSO EDUCATIVO - STEAM MAIA;Concurso público;Aquisição de serviços;80340000-9;Principal;Serviços de ensino especial;7040.0 € ;Município da Maia (505387131);AEPM - Associação Equiterapêutica do Porto e Matosinhos (509341969);"7.040,00 €";01-04-2026;30-03-2026;183 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1OTc4Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE OXIGÉNIO E AZOTO LÍQUIDOS NO PERÍODO DE 01JUL26 A 30JUN28;Concurso público;Aquisição de bens móveis;24111000-5;Principal;"Hidrogénio, árgon, gases raros, azoto e oxigénio";65893.7 € ;Estado Maior da Força Aérea (600010686);SOCIEDADE PORTUGUESA DO AR LÍQUIDO  (500261512);"65.893,70 €";01-04-2026;31-03-2026;731 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NjY0Mw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Proc: CPI/1712/2025 - Aquisição de Licenciamento Microsoft Azure Monetary Commitment e Suporte, para a Secretaria-Geral do Governo";Concurso público;Aquisição de bens móveis;48000000-8;Principal;Pacotes de software e sistemas de informação;272997.0 € ;Secretaria-Geral do Governo (600088103);"INETUM ESPAÑA, S.A. - Sucursal em Portugal (980079659)";"272.997,00 €";01-04-2026;31-03-2026;122 dias;"Portugal, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAzNTkzOA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CT-25/01533 - Substituição da Iluminação dos telheiros exteriores e revisão de quadros elétricos da Escola EB23 António Sérgio;Concurso público;Aquisição de serviços;51110000-6;Principal;Serviços de instalação de equipamento eléctrico;17289.5 € ;Município de Sintra (500051062);"Cortinhal @ Cruz, Lda. (516295683)";"17.289,50 €";01-04-2026;25-03-2026;281 dias;"Portugal, Lisboa, Sintra";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/Qlkza1pKa1RqMVl2US91cWVDcER0cTM3aTkxQmFEME40TmlJU2pjSGdhUk9HOEYybGt2UnZNZHYwU29lMXUvRWZoTDI3VmprcnN6OGZMQ2puVExkZkE9PSVXZmhF;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição Serviços de Recolha e Tratamento dos Resíduos Hospitalares não Perigosos Classificados como Grupo I e II;Concurso público;Aquisição de serviços;90524100-7;Principal;Serviços de recolha de resíduos hospitalares;828000.0 € ;"Unidade Local de Saúde de São João, EPE (509821197)";Ecoambiente - Serviços e Meio Ambiente S.A. (502877472);"828.000,00 €";01-04-2026;31-03-2026;1096 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/elpjR1ViNlRpL2V3aW1hUnRrVFZWU1FWTkZwTXpYVDM4ZEVhQVlBclBjOGM1RE05STFYK3dqYlRhTUpGbDVLazVqNHhkallRQTFETXo3Z0JVajVzMEE9PWclQiVU;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de herbáceas, arbustos e árvores para manutenção e requalificação dos espaços verdes do Município.";Concurso público;Aquisição de bens móveis;03451300-9;Principal;Arbustos;25765.0 € ;Câmara Municipal de Felgueiras (501091823);Planta Livre (507618173);"25.765,00 €";01-04-2026;30-03-2026;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NzY4MQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de herbáceas, arbustos e árvores para manutenção e requalificação dos espaços verdes do Município.";Concurso público;Aquisição de bens móveis;03451000-6;Principal;Plantas;40490.0 € ;Câmara Municipal de Felgueiras (501091823);"Oásis Plantas - Mendes & Filhos, Lda (514030321)";"40.490,00 €";01-04-2026;30-03-2026;365 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NzY4MQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"L. ALGARVE - PARQUE DE ESTACIONAMENTO DE TAVIRA, DEMOLIÇÃO DO BAR E CONSTRUÇÃO DE QUIOSQUE";Concurso público;Empreitadas de obras públicas;45234120-3;Principal;Obras relacionadas com vias férreas urbanas;389937.84 € ;"Infraestruturas de Portugal, SA (503933813)";"Rolear.On - Soluções de Engenharia, S.A. (501408304)";"389.937,84 €";01-04-2026;26-03-2026;120 dias;"Portugal, Faro, Tavira";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/infraestruturasdeportugal-ip/faces/app/acessoDocs.jsp?codigoAcesso=aQCQEbcbAk4asxZZ5ZJsz5Sgmbjl5DetGMeNC4ZxFAzeMtY6vz;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Valorização do Espaço Público  Construção de Estacionamento  Rua da Devesa  Arca e Ponte de Lima;Concurso público;Empreitadas de obras públicas;45432110-8;Principal;Obras de pavimentação;43650.86 € ;Município de Ponte de Lima (506811913);"INOVLIMA ENGENHARIA & CONSTRUCAO, LDA (507263731)";"43.650,86 €";01-04-2026;30-03-2026;120 dias;"Portugal, Viana do Castelo, Ponte de Lima";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwODc2NQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE MEDALHAS MILITARES;Concurso público;Aquisição de bens móveis;18512200-3;Principal;Medalhas;20930.0 € ;Estado Maior da Força Aérea (600010686);Dinisa (501905103);"20.930,00 €";01-04-2026;25-03-2026;365 dias;"Portugal, Lisboa, Amadora<BR/>Portugal, Lisboa, Amadora";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwMDgxMw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
